TenantId,IsS500,CssUrl
266c3b23-96ec-4564-ae4e-4574cc5833d6,No,"https://aadcdn.msauthimages.net/81d6b03a-ucdngvcbcxyu0kny3bu6pg-xqpey1lqsa6xxdsh-wcg/logintenantbranding/0/customcss"
a4c3d771-ddc0-4113-9aac-2996e19ec1b3,No,"https://aadcdn.msauthimages.net/81d6b03a-ujij3ztpcrwod2iobzm5rrkeadezpqjl5qbqfqgy7fi/logintenantbranding/0/customcss"
c8cba052-2b43-4022-b9ff-092e01eaec06,No,"https://aadcdn.msauthimages.net/81d6b03a-shhqeopfcede6fbwhii1ikakdx-53amh8ywehxumpii/logintenantbranding/0/customcss"
189afc5f-0f6f-43fb-8781-014793796d7b,No,"https://aadcdn.msauthimages.net/81d6b03a-hum3jnlzwqokt-blbp3tn4pcrrfdqsycijh7xsyfwsi/logintenantbranding/0/customcss"
00dd1df3-7f9c-4913-84c9-b5b2a4f3c7f0,No,"https://aadcdn.msauthimages.net/81d6b03a-yegjkvpqqr64narpj2tv-ymf7fvvwbjpsbrqcwwmuac/logintenantbranding/0/customcss"
de74059b-cb68-4b2e-98fc-845f1cec85e4,No,"https://aadcdn.msauthimages.net/81d6b03a-nrfnlgukze5kxtttwza1lanm8yu9hodruxcosdhj85a/logintenantbranding/0/customcss"
0b5b5667-a9f4-4a58-9889-fc9ab35fdc35,No,"https://aadcdn.msauthimages.net/81d6b03a-dbkzi7qhvm8kqq8hgvi-uyghzs0f7lmzugn9tbhh3we/logintenantbranding/0/customcss"
7d3c3ff8-ed62-413f-ab87-2e873b2ef3d3,No,"https://aadcdn.msauthimages.net/81d6b03a-vgn-1arbisa8zwuu9cuogmaco7uyyk53ltfcdxdpc8w/logintenantbranding/0/customcss"
cce61d38-9d91-44e2-88e9-5926840057df,No,"https://aadcdn.msauthimages.net/81d6b03a-r6g5ssnx5ghhcmpfbe0qrxb6fhsmdnflnudf1ovmpgq/logintenantbranding/0/customcss"
99eee4fb-646a-4d32-ab5c-5f9e985a1b90,No,"https://aadcdn.msauthimages.net/81d6b03a-42lajhgsq47-3zh5aaboen0ls7h-zjpfu2sk86lhvk/logintenantbranding/0/customcss"
73fb2259-7331-48ca-9050-e8d3046e500f,No,"https://aadcdn.msauthimages.net/81d6b03a-zn3kggg70l0blrqwpneft54sbuwsonmcuenl-iz88ku/logintenantbranding/0/customcss"
36c8c49c-ff67-4ac9-8d2e-75473eb460a3,No,"https://aadcdn.msauthimages.net/81d6b03a-lkynagrjvge9uxewhjnlisiy540bbz7cr2qtf0fxpi/logintenantbranding/0/customcss"
d0cbdf3c-8a94-4d94-98e5-b7eac4f2fadd,No,"https://aadcdn.msauthimages.net/81d6b03a-oyjvncxwifxjul8a7agv4sw23n1zgn5o5rjwefle3ei/logintenantbranding/0/customcss"
b1f291c6-7d1d-42d9-966c-d4fb39533c59,No,"https://aadcdn.msauthimages.net/81d6b03a-uqnbxwdt3lqlj4xz-lbxwjaje2kopoc63ez7tdyl3ng/logintenantbranding/0/customcss"
c4657348-5003-4e71-9218-c7b94d0867f3,No,"https://aadcdn.msauthimages.net/81d6b03a-dan9kcu8ooeacjmklbeztetlhqmnboeuh0qndfrd6ws/logintenantbranding/0/customcss"
9e27c456-bc0e-4592-b122-34decd96be6a,No,"https://aadcdn.msauthimages.net/81d6b03a-7wlhfrg-jjppd9etf5-kz-sgd-snchfavpsiri089mo/logintenantbranding/0/customcss"
5ec717a4-2a74-4ee0-9e3e-c0bfc4037738,No,"https://aadcdn.msauthimages.net/81d6b03a-d58t0i7p0dtuzvv3y5ujdenmhcegnp-cfk1p40dcxdo/logintenantbranding/0/customcss"
5c21bf3a-00fd-476b-9f1e-62df614ca3c1,No,"https://aadcdn.msauthimages.net/81d6b03a-aehuavcls55q6qvqz-shetfbwwxg7nsc1o-h2ax8hh8/logintenantbranding/0/customcss"
a0f96d19-82c8-436d-9615-d51faf4097dd,No,"https://aadcdn.msauthimages.net/81d6b03a-dro21t4-tg8femiecuhbsua-apq8tcetm9w6hth51zy/logintenantbranding/0/customcss"
90c3b235-a16f-4ab1-b921-f1ba44a1dbe2,No,"https://aadcdn.msauthimages.net/81d6b03a-0jvc7co16ijtcz8vptg-xee1yxahgwywxhc8bdkh3ge/logintenantbranding/0/customcss"
dc05e923-9476-4954-811b-f3c275054d90,No,"https://aadcdn.msauthimages.net/81d6b03a-zgubm-0ejnfxoavf7kecvhwgc3nd8xgkxnez7cs-0pu/logintenantbranding/0/customcss"
00c28b29-5e1b-46f3-b3f9-077f74a2e77e,No,"https://aadcdn.msauthimages.net/81d6b03a-b63gle20omldkyvnookm4q-brgx0ydbo8uv3wa6ynvu/logintenantbranding/0/customcss"
a30bca11-e1e2-4866-a9f0-d58adf0fa380,No,"https://aadcdn.msauthimages.net/81d6b03a-cgfaibe-d6dxew2wc6va1ozjfs-mcyablmylepluoha/logintenantbranding/0/customcss"
e6ae9599-7464-48ef-b6f7-663dcd38cd32,No,"https://aadcdn.msauthimages.net/81d6b03a-lwrdk4poizif6kosntbx0ahrudrpp07kgd49ooy5xfq/logintenantbranding/0/customcss"
813f5b60-5f17-47e5-833d-045d41f22883,No,"https://aadcdn.msauthimages.net/81d6b03a-2si8ic6g4nrzwrqmq9nnoubcde3zf63jstybnhm1tna/logintenantbranding/1033/customcss"
bc3d89bc-1458-4f07-a60d-ceff829116a9,No,"https://aadcdn.msauthimages.net/81d6b03a-idhayei7zbyp6ogbs-srqkbhhniyskodg96cz-3qid8/logintenantbranding/0/customcss"
3b81f6b1-08ce-401c-be70-8352ec88e3d1,No,"https://aadcdn.msauthimages.net/81d6b03a-yc-8wwbbtpskhqfmsaosjtwfhbmzbtupznj-8mbhwsy/logintenantbranding/0/customcss"
fc13f546-7898-4df6-8392-6ab6cccbca22,No,"https://aadcdn.msauthimages.net/81d6b03a-98c-ro3dt33kbpymihlev5naozyqna5c-lgyq-e15da/logintenantbranding/0/customcss"
ce641bb1-acc9-47d6-8e8d-ce2c85019023,No,"https://aadcdn.msauthimages.net/81d6b03a-fka67mx4mij1ic2y2hjdphiysmyszapjqvdockdqnys/logintenantbranding/0/customcss"
